"I was going to jail	0
Great nonfiction for older kid story times.	1
A magician is wrongfully imprisoned for the death of his partner and vows to take revenge on the children who were truly to blame	0
There was no sexual tension among any of the main characters	-1
The Kavach building is certainly a mystery to be solved, but I had no clue as to what was waiting for me on the other side of room 14	1
A great little book all around.	1
HATE	-1
I felt the beginning was kinda slow	-1
And if you're reading it alone, just as an adult who loves Snicket stories, then you would have the fun of the illustrations and listening to Terry Gross read a story about a kidnapped newt	1
I assume it was meant to be funny but it seemed low-brow and childish and detracted from an otherwise solid and affecting story	-1
I will admit that I enjoyed how she ended this book and I loved how she made readers think hard about Sebastian and his truthful plans	1
Maybe it's just me but I was annoyed at how Ethan had to mention his undying, unyielding, eternal love for Lena practically EVERY	-1
La Donna, an Italian spy known for her subterfuge and intrigue and, of course, inescapable and beguiling beauty, possesses information of a plot against the King and is willing to share it, for a price	0
And I LOVE DEX!	1
To sum up, because we don't waste too many words: Horns is the story of a young man that wakes up one morning, a year after his love was raped and murdered, to discover a pair of horns growing out of his skull	0
I'm hooked! Can't wait to read rest of series	1
He worried me during the first ten minutes--I thought he might a little too Hollywood	0
I totally did NOT see it coming), I did, however, predict the ending even before reading the book	1
"You can tell them who you are, or what your job in the book was	0
I knew that would happen since before even reading the book, from when I just read the synopsis	0
Before the novel even gains too much traction, his father and brother are killed, leaving him the title of king	0
The narrator, Ray Porter, was great	1
Two of the three main characters are girls, and there's not a vampire fang, dragon wing, or magic potion in sight, which is so refreshing	1
I felt it was a bit like a nicely-written history book	1
The story merges a post-apocalyptic future with a Caribbean voodoo context, and the characters are multi-generational and well written	1
She has a strong sense of what is right and what is wrong, even if that means that her actions will hurt her	1
Helena is a very unlikely heroine, prickly, moody and basically angry at the world	0
Delaney during the first section of the book	
Once again, I won't soon forget the characters created by Emma Scott	1
I HOPE IM WRONG	0
I scanned a review that was likening it to Lost, and while I loved the first couple seasons of that show, I think it would be a disservice to compare 14 to something that wasn't well thought through	1
Live out loud	0
Rich girl, poor girl Russian folklore - I really liked it!	1
I was constantly wondering who would die next and who was committing the murders	1
Horns fit the bill, and I'm glad I read it	1
I became a fan of her when I read her story in Foretold and I'm excited to read more books by her.	1
But he's not a perfect writer and neither is his son	-1
Because it was split into two parts (six months of the story separating each section), it felt as though I'd finished two books	0
I loved this book	1
A mystery that produces more mysteries and keeps the reader's mind working	1
Loved the story	
It was very noir, in a lot of ways	0
He's unprepared for the role, and being born with less than a full compliment of fingers on one hand, he is quick to be given the titular half a king	0
BUT LUCAS NOW I JUST WANNA PUNCH YOUR FACE OUT	-1
I could literally stare at your lips for days and never get bored	1
75 stars	1
Beautiful illustrations and good mix of technical detail with interesting bits about the lives of the Wright Brothers, the two middle brothers of five siblings	1
Once again Colleen Hoover's love stories leave me speechless and emotional	1
The novel was fairly-paced	1
She even keeps her long-time agent Kate at arm's length	0
AWESOME	1
But they were just so perfect and wonderful and marvelous that it was all a little tooth-rotting, really	1
At first, the cast of characters seems daunting	0
This book is also a fascinating glimpse into the lonely life of a writer and the almost obsessive need to get the words out at all costs	1
They're what I used to be, they're Tom and me five years ago	0
this was a cool story, loved the main character - Jack	1
She turned to Norah	0
HAH! I knew it! I predicted that Seth would turn on Alex and become power hungry etc	0
(Reviewed from an ARC obtained from NetGalley	0
But it's so much more than that because of the way Lindqvist treats his characters and the way he navigates the narrative	1
Highly recommend!!	1
I was pretty disappointed	-1
It seems to me that Changes has left it's mark on the series and this is the end of Harry Dresden Chicago Wizard investigator, and the start of a new series Harry Dresden Superpowered Wizard	1
I give it like 2	-1
The main character reminded me a bit of Trixa from Rob Thurman's Trickster series	0
Pressed to Death by Kirsten Weiss starts with the above lines; the cozy, possibly paranormal mystery novel is exciting, quick-paced and fun	1
While I'm often picky about the sci-fi books I read, Hero was definitely up my alley	1
Simply stunning!! Emma Scott writes THE most lyrical and gorgeous fiction	1
"On rare days, Kate regrets ever meeting the woman	0
Exciting, Hero by Belinda Crawford is quick-paced and to the point	1
This trilogy certainly doesn't get the popular attention it deserves	1
It helps that Webster reads a little like a 1920's Raylan Givens, that Arliss Howard has a low, melodic, softly twangy voice, and that Elmore Leonard always writes a fast, fun story	1
I really wanted it to be a book instead of this separate tales	1
I enjoyed the story very much.	1
Photos are mismarked, the research is poor	-1
They walk around and around their fenced in field until they meet a wolf in sheep's clothing	0
The direction it took, the mature content and themes ( The emphasis on the psychological and physical torture that was happening ), that one thing Adrian and Sydney get married! HOLY CRAP! (I literally yelled, "WHAT?" out loud when I read this part	1
They enjoy themselves and head to bed	0
What begins as a one-night stand with zero expectations for the future turns into a burning hot love and a deep, unbreakable connection	1
I really liked this story	1
Another excellent story from S	1
Reluctantly, Wooliam agreed	0
Only Kitty Thomas could create a cast of strong characters like those in Blood Lust and an fantastically creative story that will keep you guessing until the very end	1
and I drove up to Door County and back	0
It made Hazel come off as a prig, which I'm sure wasn't the intention and might have unfairly colored my view of her	-1
There are many mysteries surrounding Hero and her family, as well as her new nanny, or as Crawford calls her 'minder'	0
I'd have liked more descriptive details about the city itself at the very start of the story	0
Boys and girls are sure to enjoy!	1
Never in a million years did I think I would love a book about a parallel world with elves, kings, magic	1
Only not that good	-1
Soon enough they begin to feel that the accounts given to them of Jonas are contradictory and that some of the friends seem to be hiding something	0
The only part of the book that was interesting for me was the last 100 pages (Nook eBook edition); but that's just me	0
The reader is catapulted into the conflict head first, and although those first few chapters are confusing, chaotic scenes of fighting between factions in a war we don't understand, it all makes sense soon enough	1
It was provided in exchange for an honest review.	0
Because we don't last forever	0
Curious	0
Those last like 20 pages were full of twists and turns like I'm still not sure what just happened	-1
Hoover has actually made me fall more in love with Holder than I already was!	1
And it'd be worth it to stay up past your bedtime to get it finished.	1
(ARC provided by the author in return for an honest review	0
An excellent and terrifying book	1
She doesn't want to rely on anyone at all	0
Narrated from the first person perspective of Cait Morgan, the novel is a fun, mind-provoking cozy mystery	1
I was not a girl, and my parents did not promise me away (so far as I know) so this story had no message for me	0
Eliza grimaced	0
My biggest beef is with the reason Lee Tourneau is impervious to Ig's horns at the start	-1
But on the whole, it's a fast read and a good slice of brain-candy thriller.	1
The concept of this book was a great idea but I was disappointed by the book in general.	-1
Just curious.	0
I must have gone through a box of tissues reading this	1
Although it covers a period of two days, still I felt the ship's passengers were doing "a lot" in those two days	0
i dont get the obsession some people have with this book xD Nothing interesting appened till the last 50 pages and then it ended before w barely knew anything xD	-1
Archie's unbearably creepy obsession with Gretchen Lowell just gets creepier, and it makes for irritatingly good reading	-1
But Hill's take on and exploration of the devil and evil is original and interesting, so I was okay with some of my minor issues.	1
Twisting 3 Kingdoms together in this great adventure due to be released in December and definite must for all lovers of medieval but also just a good page turner !!	1
A fun and exciting adventure featuring all of your favourite "Princes Charming" and their Princesses	1
Maybe Helena's madness just took longer to come out	0
I think we have this idea that it's bad, the way dudes are always thinking about sex	0
The characters inhabit a sparse, semi-arid landscape that is nearly devoid of other human life	-1
However, the over-the-top cruelty of Reed and Ella's fellow students here turned me off	-1
If you like lots of high school drama, then this book is for you! Broken Prince reminded me of Gossip Girl in many ways	1
It is a very cute take on Jane Austen's "Pride and Prejudice," set amid the privileged offspring of Hollywood royalty	1
But I feel it's almost unfortunate for those few authors who have talent and didn't just spew out filth to be included with the rest.	-1
So, cute !! Sophie doesn't want to eat the squash bought at the market but to keep it as her friend and companion - all is well until little squash starts getting some brown spots - sweet and fun!!	1
Too much information, especially when revealed in a story utilizing the third person omniscience of the all knowing, all seeing, all explaining author, lends a detachment to the reader that makes it difficult to invest fully in the characters	-1
Not so much that it was supposedly a cliffhanger (because to me, it honestly wasn't) but just the ending itself	-1
I love the way she makes you feel you truly are down 'south' .	1
"I'm not going to interfere	0
Based on a recommendation from the DanaSquare blog, I picked up this book	0
But it changes us all	0
must check it out now!	1
So it wasn't good enough to get published on its own; he had to publish something better (presumably) and build a name for himself	-1
I agree with the other reviewer who said it had far too much going on	-1
She was right that the first pages make it feel as though you've jumped into a sequel without much of an explanation of who the characters are and what sort of a world they're living in	-1
Guess which one I'm doing?"	0
But this lovely book, and my constant search for new reading material for my children, sparked my curiosity	1
In particularly, I kind of enjoyed the fact that the Devil can be a superhero in the right light.	1
Names, species, factions, how will you keep it all straight? While Barnes' world is fully realized, it is a departure from the familiar	1
First, the list of characters, in addition to being too long to keep track of in such a short book, was tucked away at the back of the book	-1
The girl exuded a calm that danced along my skin, and when I inhaled, it was like breathing in the scent of something delicious but far away	1
I'm not sure they needed 4 pages to show all the animals laughing in the end	-1
You will not be disappointed	1
As I read the first five or so pages, I thought to myself, "Lois Duncan isn't really a great writer," but then as I got about five more pages in I realized that, no, Duncan isn't a great writer, but she can tell one hell of a story	1
They're happy, I can tell	1
As it's a collection, I can't paint all authors included with the same brush	0
So why the struggle up to three stars? This book failed for me on purely technical merits	-1
While slow to start (beginnings, although not exposition full, are a little awkward/slow to build), Sanderson provides a stunningly well thought out magic system (something he's known for and for good reason), as well as high paced, well written fantasy action	1
Not the same impact it created on me on the first book.	-1
If anything this book is a quick, enjoyable read that will keep you on the edge of your seat.	1
The reason this is three stars instead of four is that I listened to the audiobook instead of reading the hard copy	0
5 really enjoyed it!	1
It's fairy-tale enough for kids, but bloody enough for us fans	1
I can't.	-1
The focus of the story changes to the sorceress and her charge	0
Living like this, the way I'm living at the moment, is harder in the summer when there is so much daylight, so little cover of darkness, when everyone is out and about, being flagrantly, aggressively happy	0
Amazing!! Higginson is now one of my most admired authors	1
"So it's charity?"	0
When we first meet Ebba, she describes her brother, saying "Jonas was a bad boy," whereas when we begin to meet Jonas' friends in the Netherlands, some say "He was a good man	0
As a reader, you have this perspective of watching Jorg take bite after painful bite from his heart, because it is bitter, and it is his	1
5 - 5 GORGEOUS STARS	1
Even though Rachel is COMPLETELY unlikable, I was cheering for her throughout the book	1
While I think Hill played the devilish references a bit much (from the Evil Knieval trail to the number of times he throws 666 out there), the book was still a fun read and well worth the price of admission	1
"My mother used to tell me that I had an overactive imagination	0
Then they meet a wolf	0
To be even more honest, I did not finish it and merely skimmed	-1
"The Alchemist in the Shadows" is a good read, but you may have to	1
But he was actually perfect and did great voices for a variety of characters, some with accents	1
I'd drop this by half a star if I could	0
I plan to recommend it to my creative writing students, who love this genre but don't have much experience drawing characters and integrating conflict and the world they've created.	1
The first chapter sets the tone for the kind of book you have started	0
It's a book about growing up, about family, about love, and about loss	0
I began to think that the dreams were real and wondered at first whether there was some paranormal element to the novel	0
The camper almost goes down a 50 foot waterfall, but the bear thinks the hitch is a marshmallow, so he grabs it and pulls it to shore before realizing it was a dirty, less-than-tasty, hitch instead	0
The suspense that it kept you in was great	1
Immediately she is swept off to marry the king in an arranged marriage	0
Once I started I could not put it down	1
From the prologue I immediately fell in love with Ms	1
This book is all about female empowerment while also tackling many subjects such as racism, stereotyping, and sexuality	0
All of the ingredients for a great read!	1
It's a fun, fantastical "mystery" full of oddball characters: a bearded lady, a time-traveling ugly man who may or may not have founded London, two assassins dressed like overgrown prep-school drop-outs, a human fly, and, of course, the titular side kick, the Somnambulist	1
I think this could make a good read aloud grade 4-6	1
Markus Zusak made a post about how he enjoyed this book	1
Thank you to both parties for the opportunity to read this book in advance - it's been hard holding this review until closer to publication :)	1
I've read it about 50 times to said 2 year old (who loves to pick her nose)	1
The characters were somewhat stereotypes and I did not find myself attached to any of them	-1
Buy it	1
Cait has a special skill that has enabled her to solve crimes in the past	0
It only took about 6 hours to listen to, so I'm imagining that reading it outright would only take one good night	0
Wooliam got out his book and showed the wolf	0
She makes it through a really tough begin hopefully everything works for her in the next book.	1
Despentes has her own voice and she is writing about important things in life	0
It made some of Hill's cheesier dialogue even cheesier	-1
my final story will come out, and everyone will know the truth	0
I'm still unsure whether or not I understood the book in its entirety, and I'm still thinking about it	0
maybe I'm missing something?	0
She stalks her ex-husband and his new wife Anna but just can't seem to stop herself	0
Time passed and the world turned, as they say, and I gave the book another shot	1
In GHOST, we see a lot of character-background, which helps the reader form a better picture of each character	1
I would definitely like to read more about the characters in this story	1
Our understanding of the world is so incomplete we are left questioning what is happening for part of the book	0
I did, however, feel that the conclusion to The Corpse with the Garnet Face was rather confusing, even as Cait laid out all their findings, I still felt lost	-1
This book is an excellent example of how you can do a really good third person mystery	1
Well I liked it	1
The wolf looked anywhere except at the pages of words	0
Of course, the truly brave writer - and this is why epic fantasy is known for its lengthy tomes, I think - will layer their explanations and insights about their fantasy world through the telling of the novel, so that while you may start not knowing who Bahl is or what a white-eyes is, by the end of the story you'll catch yourself swearing in Bahl's name and cursing the blight that is a white-eye born man	0
It feels good too	1
This story takes place after Skin Game (book 15)	0
It's dark, and every page drips with what's not being said, and the tension of knowing that someone (probably everyone) is lying is thick, thick, thick	1
Really aggravated and disappointed but happy that I finally finished reading and got it over with.	-1
This book was on a Flavorwire list of books you won't be assigned in high school, so I decided to check it out	0
The characters are well-developed, especially Hero, who soon realises there is so much more to her being "special"	1
I wanted to be Maggie, and I think of the book often.	1
The reader meets three very different women and learns about their lives, failures, issues, successes and desires	0
"If you lie enough times, no one believes your truth	0
What this book did extremely well was create tension and suspense	1
Indris, the warrior scholar and principal character	0
This character development and story groundwork are essential for the rest of the book's tension and meticulous plotting	0
Although I really liked how DeMille's character grew from the previous novel he appeared in, I it took me awhile to really fall into the book and become engaged in the story	1
After coming home, I re-read it	1
)I loved this book	1
Got this for free! Read it on my iphone	0
I needed something that was fun to read, knew not to take itself too seriously, and was outside my usual reading circles without being just foreign	1
Alessandra Torre deserves all the accolades for this one!	1
There were a lot of absolutely unbelievable plot points, but I didn't mind so much	1
Over-all, it was average	0
The book only got interesting on the part where Cricket started appearing	-1
Particularly the stories by "B	0
There were a lot of beautiful lines and images in the novel	1
This is a fairy tale he wrote for his teenage daughter	0
This was a well written, easy to read debut novel	1
Note: I received an Advanced Readers' Copy (ARC) of The Corpse with the Diamond in exchange for an honest review as part of a blog tour for the book via Lori's Great Escapes Virtual Book Tours	0
The best part? I've taken so long to read this book that the sequel is already out, so if you enjoy it, you can keep reading!	0
Since the novel is narrated from Cait's perspective, we get her first impressions on everything	0
He then leaves her alone in the middle of the woods and so begins this epic tale that had me swooning at every word	1
I like people who read	0
One sitting/tears/awesome!	1
Simply dropping in a reference to someone's cell phone in one scene doesn't fix this, it only highlights the absence of technology in every other scene	-1
Why does the expectant mother crave the herb rapunzel in her neighbor's garden? Why does the husband agree to give the sorceress their child? Fear? Disbelief? His exchange of an immediate pleasure for a future punishment is the baseline human instinct, and it is shown up to be bad	0
It's his ride, and I loved being on it	1
I feel like there was a lot left unexplained	-1
But she sees a talent there that would be perfect for her own story	0
There are many great twists and turns	1
I felt his pain and the pressure he was under to try and protect the innocent Ella at all costs	1
It's a super fast read, and the ending as absurd as the premise, but somehow that's okay--the absurdity is so over the top that you stop caring and just go with it	0
I think that in this setting and in this story a sociopath makes a really interesting character (and one I'd have liked explored just a bit further)	0
BUT there are SO many obstacles standing in their way!	0
I'd certainly read it!	1
She is pure Americana, rough and raspy, and a great hero and even better villain	1
I guess that could be interpreted as a good way to bring the reader back for the following books	1
The writing duo that makes up Erin Watt are incredibly talented, and I love their other books	1
I thought it was going to go off in a direction I wouldn't enjoy when I discovered the antagonist but I was pleasantly surprised	1
The uncle, Jonas, leaves a letter for Bud and gives him a task to uncover a long-dead mystery that took place early in Jonas' life	0
The best book in the bloodlines series so far in my opinion	1
Many lambasted this novel as dark and misogynistic, but I have to admit that I didn't see any of that when I read it	1
Every time I felt I had a grasp, we were introduced to a new character that made me question whether we were speaking the same language	-1
His descriptions and use of novelistic elements to tell this story work beautifully and bring out more dimensions than another writer would have gotten to.	1
This is most definitely not a romance but the main characters are both renowned romance writers	0
I'm looking forward to the rest.	1
I *think* I read this when I was a kid, but I can't remember	0
And please don't be put off by this being the second book in a series	1
Savage Delight begins right where Book 1, Lovely Vicious, ends	0
Or possibly it's because I wanted more of something -- more development of Oaksey, or of his wife, Lexie, or more time spent on the island with the villagers	-1
This is a tale of revenge, as rich in its single mindedness as any classic by Dumas	1
In particularly, I kind of enjoyed the fact that the Devil can be a superhero in the right light.	1
But if you are looking for a summer pool or beach read, then pick up Broken Prince and enjoy the crazy ride!	1
Some sass and strength and a lot of humanity in a non-human	1
And when they meet, it is pure magic	1
Ohlsson, though, seems to have a fascination with unfaithful husbands; they're all over the place, and each is dealt with in a different way, which is interesting if done as a character study, but there's not enough detail in each relationship, so they're just sort of	-1
But be warned: there is another cliffhanger!	0
Crawford has done a tremendous job crafting her world-building and setting	1
I've tried to read a few Sanderson books, but this is the first I've actually followed through all the way	1
"Beautiful sunshine, cloudless skies, no one to play with, nothing to do	0
To everyone on board, it appears that Tommy died of natural causes, but to the mystery-solving psychoanalyst, the man appeared to have been poisoned	0
Like, OKAY, WE GET IT ETHAN	-1
I'm looking forward to Cornell's next book about this group.	1
As a French adventure story that is supposed to remind us of Dumas - if Alexandre had had a penchant for dragons, dragonnettes, and dracs running rampant in the streets of Paris and the French countryside alongside the musketeers, that is - Pevel succeeds	0
And by the time I got to the conclusions, I didn't have each story fresh in my mind	-1
"Yeah, the way people tend to drop dead in your vicinity, and it's never your fault	0
And since I'm certain it'll be miles better than a lot of other thrillers out there.	1
Every time I reread an Ellen Hopkins novel I notice something new about the formatting that I didn't notice before (or maybe I did notice but just didn't mention it?)	1
A must-read!	1
GHOST by Mike Worley is part of the Angela Masters Detective Series and it is my second read for Mr	0
These writing qualities may echo her very experience but I found it hard to stay connected to her horrific tale.	-1
Just when I thought I knew where the story was going, it veered off into another place entirely	0
I don't mind if they know I've had help	0
But slowly these two develop a bond that is beautiful and lasting and quite magical	1
Hill has poured so much care and attention into this book; and I guess it doesn't really matter who it is or should be dedicated to	1
You can almost see the cracks	0
This was another author I was unfamiliar with	0
Magee and his dog, Dee, go on a camping trip	0
This took me a while to get into (a few hours in the audiobook) because it took that long for a crime to be committed, and I was anxious for a nice bloody murder	1
As part of the blog tour with Lori's Great Escapes Virtual Book Tours, there is an ongoing giveaway	0
5 stars, rounded up to 5 (because Goodreads has yet to add half stars	1
While I think Hill played the devilish references a bit much (from the Evil Knieval trail to the number of times he throws 666 out there), the book was still a fun read and well worth the price of admission	1
I needed a break from my usual contemporary romances and this thriller kept me glued to my Kindle! Rachel sees a "perfect couple" from the train every day, and she concocts an elaborate fantasy life for them	1
She has brought happiness and goodness to his royally-screwed up family and he will do anything to bring her home and win back her love	0
This is very quick read and a very fast-paced story	0
There's nothing wrong with the audiobook--it's read by a cast of narrators that would top the all star list of any hipster parent (I'm identifying you as a hipster parent if you can immediately recognize the voices of Ira Glass, Sarah Vowell, Rachel Maddow, and Terry Gross)	0
And Gaiman reads this himself, doing a wonderful job--his voice is soothing and pleasant to listen to, and he has a terrific grasp of character voice inflection (of the utmost importance for audiobooks)	1
I also liked how Crawford was able to feed the reader bits and pieces of the background without sounding too matter-of-fact	1
The characters are interesting and fairly well developed	1
He wants to be fluffy and cute	0
Hoping something will click	0
"His facial muscles gave away almost nothing; the throbbing vein in his neck told a different tale	0
Good little read, quirky meets mystery and they work well together	1
The problem Jake has with his hunters is just thrown into the mix	0
But it felt forced in other places and the precociousness got a little too much	-1
Okay, this definitely attracted my attention.	0
No man can do that of himself	0
Certain revelations from the first book are largely ignored in this sequel, a flaw that only can be overlooked thanks to stronger writing on Pevel's part	-1
Coming off of Paula Hawkins's new release, I can say that very few writers do unsettling, dark humanity and unreliable narrators better than Megan Abbott.	1
Unfortunately, A Cast of Killers does it little justice	-1
He's able to take important themes and write about them using well developed and interesting characters	1
I try to say this in a way that does not defer the book	0
Her only mother that she knew dies and her real one can't take her because of stupid reasons	0
August is torn by his actions but he absolutely must ensure his own survival	0
Heroine Elise Benton is witty in the present day just as Elizabeth Bennett was in hers	0
I am glad there will be a part three	1
Sometimes while they were in a lesson, the wolf would jump up randomly and chase the sheep around the field	0
I remained involved	1
